pid,time_code,item,domain_code,resp
P01125,T2,TOM08,D1,1.0
P01126,T2,TOM08,D1,1.0
P01127,T2,TOM08,D1,1.0
P01128,T2,TOM08,D1,0.0
P01129,T2,TOM08,D1,1.0
P01130,T2,TOM08,D1,1.0
P01131,T2,TOM08,D1,1.0
P01132,T2,TOM08,D1,1.0
P01133,T2,TOM08,D1,0.0
P01134,T2,TOM08,D1,1.0
P01135,T2,TOM08,D1,1.0
P01136,T2,TOM08,D1,1.0
P01137,T2,TOM08,D1,1.0
P01138,T2,TOM08,D1,1.0
P01139,T2,TOM08,D1,1.0
P01140,T2,TOM08,D1,0.0
P01141,T2,TOM08,D1,0.0
P01142,T2,TOM08,D1,1.0
P01143,T2,TOM08,D1,1.0
P01144,T2,TOM08,D1,
P01145,T2,TOM08,D1,1.0
P01146,T2,TOM08,D1,0.0
P01147,T2,TOM08,D1,1.0
P01148,T2,TOM08,D1,1.0
P01149,T2,TOM08,D1,0.0
P01150,T2,TOM08,D1,
P01151,T2,TOM08,D1,1.0
P01152,T2,TOM08,D1,0.0
P01153,T2,TOM08,D1,1.0
P01154,T2,TOM08,D1,1.0
P01155,T2,TOM08,D1,
P01156,T2,TOM08,D1,1.0
P01157,T2,TOM08,D1,0.0
P01158,T2,TOM08,D1,0.0
P01159,T2,TOM08,D1,
P01160,T2,TOM08,D1,0.0
P01161,T2,TOM08,D1,1.0
P01162,T2,TOM08,D1,1.0
P01163,T2,TOM08,D1,0.0
P01164,T2,TOM08,D1,1.0
P01165,T2,TOM08,D1,0.0
P01166,T2,TOM08,D1,1.0
P01167,T2,TOM08,D1,1.0
P01168,T2,TOM08,D1,1.0
P01169,T2,TOM08,D1,0.0
P01170,T2,TOM08,D1,1.0
P01171,T2,TOM08,D1,1.0
P01172,T2,TOM08,D1,1.0
P01173,T2,TOM08,D1,0.0
P01174,T2,TOM08,D1,1.0
P01175,T2,TOM08,D1,
P01176,T2,TOM08,D1,0.0
P01177,T2,TOM08,D1,
P01178,T2,TOM08,D1,1.0
P01179,T2,TOM08,D1,
P01180,T2,TOM08,D1,
P01181,T2,TOM08,D1,1.0
P01182,T2,TOM08,D1,1.0
P01183,T2,TOM08,D1,0.0
P01184,T2,TOM08,D1,0.0
P01185,T2,TOM08,D1,1.0
P01186,T2,TOM08,D1,0.0
P01187,T2,TOM08,D1,1.0
P01188,T2,TOM08,D1,0.0
P01189,T2,TOM08,D1,1.0
P01190,T2,TOM08,D1,1.0
P01191,T2,TOM08,D1,1.0
P01192,T2,TOM08,D1,0.0
P01193,T2,TOM08,D1,1.0
P01194,T2,TOM08,D1,1.0
P01195,T2,TOM08,D1,1.0
P01196,T2,TOM08,D1,0.0
P01197,T2,TOM08,D1,1.0
P01198,T2,TOM08,D1,1.0
P01199,T2,TOM08,D1,0.0
P01200,T2,TOM08,D1,1.0
P00001,T2,TOM09,D1,1.0
P00002,T2,TOM09,D1,1.0
P00003,T2,TOM09,D1,0.0
P00004,T2,TOM09,D1,1.0
P00005,T2,TOM09,D1,1.0
P00006,T2,TOM09,D1,1.0
P00007,T2,TOM09,D1,
P00008,T2,TOM09,D1,1.0
P00009,T2,TOM09,D1,1.0
P00010,T2,TOM09,D1,1.0
P00011,T2,TOM09,D1,1.0
P00012,T2,TOM09,D1,1.0
P00013,T2,TOM09,D1,1.0
P00014,T2,TOM09,D1,1.0
P00015,T2,TOM09,D1,1.0
P00016,T2,TOM09,D1,1.0
P00017,T2,TOM09,D1,1.0
P00018,T2,TOM09,D1,
P00019,T2,TOM09,D1,1.0
P00020,T2,TOM09,D1,
P00021,T2,TOM09,D1,1.0
P00022,T2,TOM09,D1,0.0
P00023,T2,TOM09,D1,
P00024,T2,TOM09,D1,1.0
P00025,T2,TOM09,D1,1.0
P00026,T2,TOM09,D1,0.0
P00027,T2,TOM09,D1,1.0
P00028,T2,TOM09,D1,1.0
P00029,T2,TOM09,D1,1.0
P00030,T2,TOM09,D1,1.0
P00031,T2,TOM09,D1,0.0
P00032,T2,TOM09,D1,0.0
P00033,T2,TOM09,D1,1.0
P00034,T2,TOM09,D1,1.0
P00035,T2,TOM09,D1,1.0
P00036,T2,TOM09,D1,0.0
P00037,T2,TOM09,D1,1.0
P00038,T2,TOM09,D1,1.0
P00039,T2,TOM09,D1,0.0
P00040,T2,TOM09,D1,1.0
P00041,T2,TOM09,D1,0.0
P00042,T2,TOM09,D1,1.0
P00043,T2,TOM09,D1,0.0
P00044,T2,TOM09,D1,1.0
P00045,T2,TOM09,D1,0.0
P00046,T2,TOM09,D1,1.0
P00047,T2,TOM09,D1,1.0
P00048,T2,TOM09,D1,1.0
P00049,T2,TOM09,D1,1.0
P00050,T2,TOM09,D1,1.0
P00051,T2,TOM09,D1,0.0
P00052,T2,TOM09,D1,0.0
P00053,T2,TOM09,D1,1.0
P00054,T2,TOM09,D1,0.0
P00055,T2,TOM09,D1,1.0
P00056,T2,TOM09,D1,1.0
P00057,T2,TOM09,D1,1.0
P00058,T2,TOM09,D1,0.0
P00059,T2,TOM09,D1,1.0
P00060,T2,TOM09,D1,0.0
P00061,T2,TOM09,D1,1.0
P00062,T2,TOM09,D1,
P00063,T2,TOM09,D1,0.0
P00064,T2,TOM09,D1,1.0
P00065,T2,TOM09,D1,1.0
P00066,T2,TOM09,D1,1.0
P00067,T2,TOM09,D1,1.0
P00068,T2,TOM09,D1,1.0
P00069,T2,TOM09,D1,1.0
P00070,T2,TOM09,D1,1.0
P00071,T2,TOM09,D1,0.0
P00072,T2,TOM09,D1,1.0
P00073,T2,TOM09,D1,1.0
P00074,T2,TOM09,D1,1.0
P00075,T2,TOM09,D1,1.0
P00076,T2,TOM09,D1,1.0
P00077,T2,TOM09,D1,1.0
P00078,T2,TOM09,D1,1.0
P00079,T2,TOM09,D1,1.0
P00080,T2,TOM09,D1,1.0
P00081,T2,TOM09,D1,1.0
P00082,T2,TOM09,D1,1.0
P00083,T2,TOM09,D1,
P00084,T2,TOM09,D1,
P00085,T2,TOM09,D1,1.0
P00086,T2,TOM09,D1,0.0
P00087,T2,TOM09,D1,1.0
P00088,T2,TOM09,D1,1.0
P00089,T2,TOM09,D1,1.0
P00090,T2,TOM09,D1,1.0
P00091,T2,TOM09,D1,1.0
P00092,T2,TOM09,D1,1.0
P00093,T2,TOM09,D1,0.0
P00094,T2,TOM09,D1,1.0
P00095,T2,TOM09,D1,0.0
P00096,T2,TOM09,D1,1.0
P00097,T2,TOM09,D1,1.0
P00098,T2,TOM09,D1,1.0
P00099,T2,TOM09,D1,1.0
P00100,T2,TOM09,D1,0.0
P00101,T2,TOM09,D1,1.0
P00102,T2,TOM09,D1,0.0
P00103,T2,TOM09,D1,
P00104,T2,TOM09,D1,0.0
P00105,T2,TOM09,D1,1.0
P00106,T2,TOM09,D1,0.0
P00107,T2,TOM09,D1,0.0
P00108,T2,TOM09,D1,1.0
P00109,T2,TOM09,D1,
P00110,T2,TOM09,D1,0.0
P00111,T2,TOM09,D1,1.0
P00112,T2,TOM09,D1,1.0
P00113,T2,TOM09,D1,1.0
P00114,T2,TOM09,D1,1.0
P00115,T2,TOM09,D1,1.0
P00116,T2,TOM09,D1,1.0
P00117,T2,TOM09,D1,1.0
P00118,T2,TOM09,D1,1.0
P00119,T2,TOM09,D1,1.0
P00120,T2,TOM09,D1,1.0
P00121,T2,TOM09,D1,1.0
P00122,T2,TOM09,D1,1.0
P00123,T2,TOM09,D1,1.0
P00124,T2,TOM09,D1,1.0
P00125,T2,TOM09,D1,0.0
P00126,T2,TOM09,D1,1.0
P00127,T2,TOM09,D1,1.0
P00128,T2,TOM09,D1,1.0
P00129,T2,TOM09,D1,1.0
P00130,T2,TOM09,D1,1.0
P00131,T2,TOM09,D1,
P00132,T2,TOM09,D1,0.0
P00133,T2,TOM09,D1,0.0
P00134,T2,TOM09,D1,1.0
P00135,T2,TOM09,D1,0.0
P00136,T2,TOM09,D1,1.0
P00137,T2,TOM09,D1,1.0
P00138,T2,TOM09,D1,1.0
P00139,T2,TOM09,D1,
P00140,T2,TOM09,D1,1.0
P00141,T2,TOM09,D1,1.0
P00142,T2,TOM09,D1,0.0
P00143,T2,TOM09,D1,1.0
P00144,T2,TOM09,D1,1.0
P00145,T2,TOM09,D1,0.0
P00146,T2,TOM09,D1,1.0
P00147,T2,TOM09,D1,1.0
P00148,T2,TOM09,D1,1.0
P00149,T2,TOM09,D1,
P00150,T2,TOM09,D1,0.0
P00151,T2,TOM09,D1,0.0
P00152,T2,TOM09,D1,1.0
P00153,T2,TOM09,D1,1.0
P00154,T2,TOM09,D1,1.0
P00155,T2,TOM09,D1,1.0
P00156,T2,TOM09,D1,0.0
P00157,T2,TOM09,D1,1.0
P00158,T2,TOM09,D1,1.0
P00159,T2,TOM09,D1,1.0
P00160,T2,TOM09,D1,1.0
P00161,T2,TOM09,D1,0.0
P00162,T2,TOM09,D1,
P00163,T2,TOM09,D1,1.0
P00164,T2,TOM09,D1,1.0
P00165,T2,TOM09,D1,1.0
P00166,T2,TOM09,D1,1.0
P00167,T2,TOM09,D1,
P00168,T2,TOM09,D1,1.0
P00169,T2,TOM09,D1,1.0
P00170,T2,TOM09,D1,0.0
P00171,T2,TOM09,D1,0.0
P00172,T2,TOM09,D1,0.0
P00173,T2,TOM09,D1,1.0
P00174,T2,TOM09,D1,0.0
P00175,T2,TOM09,D1,0.0
P00176,T2,TOM09,D1,1.0
P00177,T2,TOM09,D1,1.0
P00178,T2,TOM09,D1,0.0
P00179,T2,TOM09,D1,1.0
P00180,T2,TOM09,D1,1.0
P00181,T2,TOM09,D1,1.0
P00182,T2,TOM09,D1,1.0
P00183,T2,TOM09,D1,1.0
P00184,T2,TOM09,D1,0.0
P00185,T2,TOM09,D1,1.0
P00186,T2,TOM09,D1,1.0
P00187,T2,TOM09,D1,1.0
P00188,T2,TOM09,D1,1.0
P00189,T2,TOM09,D1,0.0
P00190,T2,TOM09,D1,1.0
P00191,T2,TOM09,D1,1.0
P00192,T2,TOM09,D1,0.0
P00193,T2,TOM09,D1,1.0
P00194,T2,TOM09,D1,1.0
P00195,T2,TOM09,D1,1.0
P00196,T2,TOM09,D1,1.0
P00197,T2,TOM09,D1,1.0
P00198,T2,TOM09,D1,0.0
P00199,T2,TOM09,D1,1.0
P00200,T2,TOM09,D1,1.0
P00201,T2,TOM09,D1,0.0
P00202,T2,TOM09,D1,0.0
P00203,T2,TOM09,D1,
P00204,T2,TOM09,D1,0.0
P00205,T2,TOM09,D1,0.0
P00206,T2,TOM09,D1,1.0
P00207,T2,TOM09,D1,1.0
P00208,T2,TOM09,D1,1.0
P00209,T2,TOM09,D1,1.0
P00210,T2,TOM09,D1,1.0
P00211,T2,TOM09,D1,1.0
P00212,T2,TOM09,D1,0.0
P00213,T2,TOM09,D1,1.0
P00214,T2,TOM09,D1,
P00215,T2,TOM09,D1,
P00216,T2,TOM09,D1,1.0
P00217,T2,TOM09,D1,1.0
P00218,T2,TOM09,D1,0.0
P00219,T2,TOM09,D1,1.0
P00220,T2,TOM09,D1,1.0
P00221,T2,TOM09,D1,1.0
P00222,T2,TOM09,D1,1.0
P00223,T2,TOM09,D1,1.0
P00224,T2,TOM09,D1,1.0
P00225,T2,TOM09,D1,1.0
P00226,T2,TOM09,D1,0.0
P00227,T2,TOM09,D1,1.0
P00228,T2,TOM09,D1,0.0
P00229,T2,TOM09,D1,0.0
P00230,T2,TOM09,D1,1.0
P00231,T2,TOM09,D1,1.0
P00232,T2,TOM09,D1,
P00233,T2,TOM09,D1,1.0
P00234,T2,TOM09,D1,0.0
P00235,T2,TOM09,D1,1.0
P00236,T2,TOM09,D1,1.0
P00237,T2,TOM09,D1,1.0
P00238,T2,TOM09,D1,1.0
P00239,T2,TOM09,D1,1.0
P00240,T2,TOM09,D1,1.0
P00241,T2,TOM09,D1,1.0
P00242,T2,TOM09,D1,
P00243,T2,TOM09,D1,
P00244,T2,TOM09,D1,1.0
P00245,T2,TOM09,D1,1.0
P00246,T2,TOM09,D1,0.0
P00247,T2,TOM09,D1,1.0
P00248,T2,TOM09,D1,1.0
P00249,T2,TOM09,D1,1.0
P00250,T2,TOM09,D1,1.0
P00251,T2,TOM09,D1,1.0
P00252,T2,TOM09,D1,0.0
P00253,T2,TOM09,D1,0.0
P00254,T2,TOM09,D1,1.0
P00255,T2,TOM09,D1,1.0
P00256,T2,TOM09,D1,
P00257,T2,TOM09,D1,1.0
P00258,T2,TOM09,D1,1.0
P00259,T2,TOM09,D1,0.0
P00260,T2,TOM09,D1,1.0
P00261,T2,TOM09,D1,1.0
P00262,T2,TOM09,D1,0.0
P00263,T2,TOM09,D1,1.0
P00264,T2,TOM09,D1,0.0
P00265,T2,TOM09,D1,1.0
P00266,T2,TOM09,D1,1.0
P00267,T2,TOM09,D1,1.0
P00268,T2,TOM09,D1,1.0
P00269,T2,TOM09,D1,1.0
P00270,T2,TOM09,D1,0.0
P00271,T2,TOM09,D1,0.0
P00272,T2,TOM09,D1,1.0
P00273,T2,TOM09,D1,0.0
P00274,T2,TOM09,D1,1.0
P00275,T2,TOM09,D1,0.0
P00276,T2,TOM09,D1,1.0
P00277,T2,TOM09,D1,1.0
P00278,T2,TOM09,D1,1.0
P00279,T2,TOM09,D1,1.0
P00280,T2,TOM09,D1,1.0
P00281,T2,TOM09,D1,1.0
P00282,T2,TOM09,D1,1.0
P00283,T2,TOM09,D1,1.0
P00284,T2,TOM09,D1,1.0
P00285,T2,TOM09,D1,1.0
P00286,T2,TOM09,D1,1.0
P00287,T2,TOM09,D1,1.0
P00288,T2,TOM09,D1,1.0
P00289,T2,TOM09,D1,1.0
P00290,T2,TOM09,D1,1.0
P00291,T2,TOM09,D1,0.0
P00292,T2,TOM09,D1,0.0
P00293,T2,TOM09,D1,0.0
P00294,T2,TOM09,D1,0.0
P00295,T2,TOM09,D1,1.0
P00296,T2,TOM09,D1,1.0
P00297,T2,TOM09,D1,
P00298,T2,TOM09,D1,1.0
P00299,T2,TOM09,D1,1.0
P00300,T2,TOM09,D1,1.0
P00301,T2,TOM09,D1,1.0
P00302,T2,TOM09,D1,
P00303,T2,TOM09,D1,1.0
P00304,T2,TOM09,D1,0.0
P00305,T2,TOM09,D1,0.0
P00306,T2,TOM09,D1,0.0
P00307,T2,TOM09,D1,0.0
P00308,T2,TOM09,D1,0.0
P00309,T2,TOM09,D1,1.0
P00310,T2,TOM09,D1,1.0
P00311,T2,TOM09,D1,1.0
P00312,T2,TOM09,D1,1.0
P00313,T2,TOM09,D1,0.0
P00314,T2,TOM09,D1,1.0
P00315,T2,TOM09,D1,0.0
P00316,T2,TOM09,D1,1.0
P00317,T2,TOM09,D1,1.0
P00318,T2,TOM09,D1,0.0
P00319,T2,TOM09,D1,0.0
P00320,T2,TOM09,D1,
P00321,T2,TOM09,D1,0.0
P00322,T2,TOM09,D1,
P00323,T2,TOM09,D1,1.0
P00324,T2,TOM09,D1,1.0
P00325,T2,TOM09,D1,1.0
P00326,T2,TOM09,D1,1.0
P00327,T2,TOM09,D1,1.0
P00328,T2,TOM09,D1,0.0
P00329,T2,TOM09,D1,1.0
P00330,T2,TOM09,D1,0.0
P00331,T2,TOM09,D1,1.0
P00332,T2,TOM09,D1,0.0
P00333,T2,TOM09,D1,1.0
P00334,T2,TOM09,D1,0.0
P00335,T2,TOM09,D1,0.0
P00336,T2,TOM09,D1,1.0
P00337,T2,TOM09,D1,
P00338,T2,TOM09,D1,1.0
P00339,T2,TOM09,D1,0.0
P00340,T2,TOM09,D1,
P00341,T2,TOM09,D1,0.0
P00342,T2,TOM09,D1,1.0
P00343,T2,TOM09,D1,0.0
P00344,T2,TOM09,D1,0.0
P00345,T2,TOM09,D1,0.0
P00346,T2,TOM09,D1,0.0
P00347,T2,TOM09,D1,0.0
P00348,T2,TOM09,D1,0.0
P00349,T2,TOM09,D1,1.0
P00350,T2,TOM09,D1,1.0
P00351,T2,TOM09,D1,
P00352,T2,TOM09,D1,1.0
P00353,T2,TOM09,D1,1.0
P00354,T2,TOM09,D1,1.0
P00355,T2,TOM09,D1,0.0
P00356,T2,TOM09,D1,1.0
P00357,T2,TOM09,D1,1.0
P00358,T2,TOM09,D1,0.0
P00359,T2,TOM09,D1,1.0
P00360,T2,TOM09,D1,
P00361,T2,TOM09,D1,1.0
P00362,T2,TOM09,D1,1.0
P00363,T2,TOM09,D1,1.0
P00364,T2,TOM09,D1,1.0
P00365,T2,TOM09,D1,1.0
P00366,T2,TOM09,D1,0.0
P00367,T2,TOM09,D1,1.0
P00368,T2,TOM09,D1,0.0
P00369,T2,TOM09,D1,0.0
P00370,T2,TOM09,D1,1.0
P00371,T2,TOM09,D1,0.0
P00372,T2,TOM09,D1,1.0
P00373,T2,TOM09,D1,1.0
P00374,T2,TOM09,D1,1.0
P00375,T2,TOM09,D1,1.0
P00376,T2,TOM09,D1,1.0
P00377,T2,TOM09,D1,1.0
P00378,T2,TOM09,D1,0.0
P00379,T2,TOM09,D1,1.0
P00380,T2,TOM09,D1,0.0
P00381,T2,TOM09,D1,1.0
P00382,T2,TOM09,D1,0.0
P00383,T2,TOM09,D1,1.0
P00384,T2,TOM09,D1,1.0
P00385,T2,TOM09,D1,1.0
P00386,T2,TOM09,D1,1.0
P00387,T2,TOM09,D1,0.0
P00388,T2,TOM09,D1,0.0
P00389,T2,TOM09,D1,0.0
P00390,T2,TOM09,D1,1.0
P00391,T2,TOM09,D1,1.0
P00392,T2,TOM09,D1,0.0
P00393,T2,TOM09,D1,
P00394,T2,TOM09,D1,1.0
P00395,T2,TOM09,D1,1.0
P00396,T2,TOM09,D1,1.0
P00397,T2,TOM09,D1,0.0
P00398,T2,TOM09,D1,1.0
P00399,T2,TOM09,D1,0.0
P00400,T2,TOM09,D1,
P00401,T2,TOM09,D1,0.0
P00402,T2,TOM09,D1,0.0
P00403,T2,TOM09,D1,1.0
P00404,T2,TOM09,D1,1.0
P00405,T2,TOM09,D1,
P00406,T2,TOM09,D1,1.0
P00407,T2,TOM09,D1,1.0
P00408,T2,TOM09,D1,1.0
P00409,T2,TOM09,D1,0.0
P00410,T2,TOM09,D1,1.0
P00411,T2,TOM09,D1,1.0
P00412,T2,TOM09,D1,
P00413,T2,TOM09,D1,1.0
P00414,T2,TOM09,D1,0.0
P00415,T2,TOM09,D1,1.0
P00416,T2,TOM09,D1,0.0
P00417,T2,TOM09,D1,1.0
P00418,T2,TOM09,D1,
P00419,T2,TOM09,D1,1.0
P00420,T2,TOM09,D1,
P00421,T2,TOM09,D1,1.0
P00422,T2,TOM09,D1,1.0
P00423,T2,TOM09,D1,0.0
P00424,T2,TOM09,D1,1.0
P00425,T2,TOM09,D1,0.0
P00426,T2,TOM09,D1,0.0
P00427,T2,TOM09,D1,1.0
P00428,T2,TOM09,D1,0.0
P00429,T2,TOM09,D1,1.0
P00430,T2,TOM09,D1,0.0
P00431,T2,TOM09,D1,1.0
P00432,T2,TOM09,D1,0.0
P00433,T2,TOM09,D1,0.0
P00434,T2,TOM09,D1,1.0
P00435,T2,TOM09,D1,0.0
P00436,T2,TOM09,D1,0.0
P00437,T2,TOM09,D1,1.0
P00438,T2,TOM09,D1,0.0
P00439,T2,TOM09,D1,1.0
P00440,T2,TOM09,D1,0.0
P00441,T2,TOM09,D1,1.0
P00442,T2,TOM09,D1,0.0
P00443,T2,TOM09,D1,0.0
P00444,T2,TOM09,D1,1.0
P00445,T2,TOM09,D1,1.0
P00446,T2,TOM09,D1,1.0
P00447,T2,TOM09,D1,1.0
P00448,T2,TOM09,D1,1.0
P00449,T2,TOM09,D1,0.0
P00450,T2,TOM09,D1,1.0
P00451,T2,TOM09,D1,0.0
P00452,T2,TOM09,D1,1.0
P00453,T2,TOM09,D1,1.0
P00454,T2,TOM09,D1,
P00455,T2,TOM09,D1,0.0
P00456,T2,TOM09,D1,1.0
P00457,T2,TOM09,D1,0.0
P00458,T2,TOM09,D1,0.0
P00459,T2,TOM09,D1,1.0
P00460,T2,TOM09,D1,0.0
P00461,T2,TOM09,D1,1.0
P00462,T2,TOM09,D1,1.0
P00463,T2,TOM09,D1,0.0
P00464,T2,TOM09,D1,0.0
P00465,T2,TOM09,D1,1.0
P00466,T2,TOM09,D1,1.0
P00467,T2,TOM09,D1,1.0
P00468,T2,TOM09,D1,1.0
P00469,T2,TOM09,D1,1.0
P00470,T2,TOM09,D1,1.0
P00471,T2,TOM09,D1,1.0
P00472,T2,TOM09,D1,1.0
P00473,T2,TOM09,D1,1.0
P00474,T2,TOM09,D1,1.0
P00475,T2,TOM09,D1,1.0
P00476,T2,TOM09,D1,0.0
P00477,T2,TOM09,D1,1.0
P00478,T2,TOM09,D1,0.0
P00479,T2,TOM09,D1,1.0
P00480,T2,TOM09,D1,1.0
P00481,T2,TOM09,D1,
P00482,T2,TOM09,D1,0.0
P00483,T2,TOM09,D1,
P00484,T2,TOM09,D1,0.0
P00485,T2,TOM09,D1,
P00486,T2,TOM09,D1,1.0
P00487,T2,TOM09,D1,1.0
P00488,T2,TOM09,D1,1.0
P00489,T2,TOM09,D1,1.0
P00490,T2,TOM09,D1,
P00491,T2,TOM09,D1,0.0
P00492,T2,TOM09,D1,1.0
P00493,T2,TOM09,D1,1.0
P00494,T2,TOM09,D1,1.0
P00495,T2,TOM09,D1,1.0
P00496,T2,TOM09,D1,1.0
P00497,T2,TOM09,D1,
P00498,T2,TOM09,D1,0.0
P00499,T2,TOM09,D1,1.0
P00500,T2,TOM09,D1,1.0
P00501,T2,TOM09,D1,1.0
P00502,T2,TOM09,D1,0.0
P00503,T2,TOM09,D1,1.0
P00504,T2,TOM09,D1,1.0
P00505,T2,TOM09,D1,0.0
P00506,T2,TOM09,D1,1.0
P00507,T2,TOM09,D1,1.0
P00508,T2,TOM09,D1,1.0
P00509,T2,TOM09,D1,1.0
P00510,T2,TOM09,D1,1.0
P00511,T2,TOM09,D1,0.0
P00512,T2,TOM09,D1,0.0
P00513,T2,TOM09,D1,0.0
P00514,T2,TOM09,D1,0.0
P00515,T2,TOM09,D1,1.0
P00516,T2,TOM09,D1,1.0
P00517,T2,TOM09,D1,1.0
P00518,T2,TOM09,D1,1.0
P00519,T2,TOM09,D1,1.0
P00520,T2,TOM09,D1,1.0
P00521,T2,TOM09,D1,0.0
P00522,T2,TOM09,D1,1.0
P00523,T2,TOM09,D1,1.0
P00524,T2,TOM09,D1,0.0
P00525,T2,TOM09,D1,1.0
P00526,T2,TOM09,D1,1.0
P00527,T2,TOM09,D1,1.0
P00528,T2,TOM09,D1,1.0
P00529,T2,TOM09,D1,1.0
P00530,T2,TOM09,D1,1.0
P00531,T2,TOM09,D1,1.0
P00532,T2,TOM09,D1,0.0
P00533,T2,TOM09,D1,1.0
P00534,T2,TOM09,D1,1.0
P00535,T2,TOM09,D1,1.0
P00536,T2,TOM09,D1,1.0
P00537,T2,TOM09,D1,1.0
P00538,T2,TOM09,D1,
P00539,T2,TOM09,D1,1.0
P00540,T2,TOM09,D1,1.0
P00541,T2,TOM09,D1,0.0
P00542,T2,TOM09,D1,0.0
P00543,T2,TOM09,D1,0.0
P00544,T2,TOM09,D1,0.0
P00545,T2,TOM09,D1,1.0
P00546,T2,TOM09,D1,
P00547,T2,TOM09,D1,1.0
P00548,T2,TOM09,D1,1.0
P00549,T2,TOM09,D1,0.0
P00550,T2,TOM09,D1,1.0
P00551,T2,TOM09,D1,0.0
P00552,T2,TOM09,D1,1.0
P00553,T2,TOM09,D1,1.0
P00554,T2,TOM09,D1,0.0
P00555,T2,TOM09,D1,1.0
P00556,T2,TOM09,D1,
P00557,T2,TOM09,D1,1.0
P00558,T2,TOM09,D1,1.0
P00559,T2,TOM09,D1,1.0
P00560,T2,TOM09,D1,1.0
P00561,T2,TOM09,D1,0.0
P00562,T2,TOM09,D1,0.0
P00563,T2,TOM09,D1,0.0
P00564,T2,TOM09,D1,0.0
P00565,T2,TOM09,D1,1.0
P00566,T2,TOM09,D1,1.0
P00567,T2,TOM09,D1,1.0
P00568,T2,TOM09,D1,0.0
P00569,T2,TOM09,D1,1.0
P00570,T2,TOM09,D1,0.0
P00571,T2,TOM09,D1,0.0
P00572,T2,TOM09,D1,1.0
P00573,T2,TOM09,D1,1.0
P00574,T2,TOM09,D1,1.0
P00575,T2,TOM09,D1,1.0
P00576,T2,TOM09,D1,
P00577,T2,TOM09,D1,1.0
P00578,T2,TOM09,D1,0.0
P00579,T2,TOM09,D1,0.0
P00580,T2,TOM09,D1,1.0
P00581,T2,TOM09,D1,1.0
P00582,T2,TOM09,D1,1.0
P00583,T2,TOM09,D1,1.0
P00584,T2,TOM09,D1,1.0
P00585,T2,TOM09,D1,1.0
P00586,T2,TOM09,D1,1.0
P00587,T2,TOM09,D1,1.0
P00588,T2,TOM09,D1,1.0
P00589,T2,TOM09,D1,1.0
P00590,T2,TOM09,D1,0.0
P00591,T2,TOM09,D1,1.0
P00592,T2,TOM09,D1,1.0
P00593,T2,TOM09,D1,1.0
P00594,T2,TOM09,D1,1.0
P00595,T2,TOM09,D1,1.0
P00596,T2,TOM09,D1,1.0
P00597,T2,TOM09,D1,0.0
P00598,T2,TOM09,D1,1.0
P00599,T2,TOM09,D1,0.0
P00600,T2,TOM09,D1,1.0
P00601,T2,TOM09,D1,0.0
P00602,T2,TOM09,D1,1.0
P00603,T2,TOM09,D1,1.0
P00604,T2,TOM09,D1,
P00605,T2,TOM09,D1,1.0
P00606,T2,TOM09,D1,0.0
P00607,T2,TOM09,D1,0.0
P00608,T2,TOM09,D1,1.0
P00609,T2,TOM09,D1,0.0
P00610,T2,TOM09,D1,1.0
P00611,T2,TOM09,D1,0.0
P00612,T2,TOM09,D1,1.0
P00613,T2,TOM09,D1,1.0
P00614,T2,TOM09,D1,0.0
P00615,T2,TOM09,D1,1.0
P00616,T2,TOM09,D1,1.0
P00617,T2,TOM09,D1,1.0
P00618,T2,TOM09,D1,1.0
P00619,T2,TOM09,D1,0.0
P00620,T2,TOM09,D1,1.0
P00621,T2,TOM09,D1,1.0
P00622,T2,TOM09,D1,0.0
P00623,T2,TOM09,D1,
P00624,T2,TOM09,D1,1.0
P00625,T2,TOM09,D1,1.0
P00626,T2,TOM09,D1,1.0
P00627,T2,TOM09,D1,
P00628,T2,TOM09,D1,1.0
P00629,T2,TOM09,D1,0.0
P00630,T2,TOM09,D1,1.0
P00631,T2,TOM09,D1,1.0
P00632,T2,TOM09,D1,0.0
P00633,T2,TOM09,D1,1.0
P00634,T2,TOM09,D1,1.0
P00635,T2,TOM09,D1,1.0
P00636,T2,TOM09,D1,0.0
P00637,T2,TOM09,D1,
P00638,T2,TOM09,D1,1.0
P00639,T2,TOM09,D1,0.0
P00640,T2,TOM09,D1,1.0
P00641,T2,TOM09,D1,0.0
P00642,T2,TOM09,D1,1.0
P00643,T2,TOM09,D1,1.0
P00644,T2,TOM09,D1,1.0
P00645,T2,TOM09,D1,1.0
P00646,T2,TOM09,D1,1.0
P00647,T2,TOM09,D1,1.0
P00648,T2,TOM09,D1,1.0
P00649,T2,TOM09,D1,0.0
P00650,T2,TOM09,D1,0.0
P00651,T2,TOM09,D1,1.0
P00652,T2,TOM09,D1,1.0
P00653,T2,TOM09,D1,1.0
P00654,T2,TOM09,D1,1.0
P00655,T2,TOM09,D1,1.0
P00656,T2,TOM09,D1,1.0
P00657,T2,TOM09,D1,1.0
P00658,T2,TOM09,D1,1.0
P00659,T2,TOM09,D1,1.0
P00660,T2,TOM09,D1,1.0
P00661,T2,TOM09,D1,1.0
P00662,T2,TOM09,D1,0.0
P00663,T2,TOM09,D1,1.0
P00664,T2,TOM09,D1,0.0
P00665,T2,TOM09,D1,0.0
P00666,T2,TOM09,D1,1.0
P00667,T2,TOM09,D1,1.0
P00668,T2,TOM09,D1,
P00669,T2,TOM09,D1,0.0
